tid,t_name,t_issue,t_sub_district,t_district,t_province
746,โครงการที่ 20,โรคไม่ติดต่อ,แม่สาย,คง,ปทุมธานี
747,โครงการที่ 19,น้ำ,คลองมหานาค,วารินชำราบ,สงขลา
748,โครงการที่ 8,ความมั่นคงทางอาหาร,แสงภา,พระประแดง,ขอนแก่น
749,โครงการที่ 12,น้ำ,คุ้งพยอม,เมืองตรัง,พิจิตร
750,โครงการที่ 14,เยาวชน,แม่ตื่น,งาว,กรุงเทพมหานคร
751,โครงการที่ 13,ความมั่นคงทางอาหาร,สำนักขาม,พรหมพิราม,ปัตตานี
752,โครงการที่ 16,น้ำ,พระพุทธบาท,โนนสัง,ขอนแก่น
753,โครงการที่ 14,ขยะ,ซับมะกรูด,เมืองนครนายก,ขอนแก่น
754,โครงการที่ 14,บุหรี่ไฟฟ้า,ปากล่อ,รามัน,สตูล
755,โครงการที่ 12,เยาวชน,คลองกระจัง,ปากคาด,ศรีสะเกษ
756,โครงการที่ 6,ความมั่นคงทางอาหาร,ยกกระบัตร,ถลาง,นราธิวาส
757,โครงการที่ 5,ขยะ,มะเริง,เมืองชัยภูมิ,นครศรีธรรมราช
758,โครงการที่ 3,โรคไม่ติดต่อ,ลำสนธิ,ควนขนุน,เชียงราย
759,โครงการที่ 2,ความมั่นคงทางอาหาร,ขมิ้น,หนองหาน,นครปฐม
760,โครงการที่ 3,บุหรี่ไฟฟ้า,พิมาน,ตระการพืชผล,นราธิวาส
761,โครงการที่ 5,ความมั่นคงทางอาหาร,โพธิ์ชัย,กำแพงแสน,นครราชสีมา
762,โครงการที่ 7,น้ำ,ดงละคร,บางเลน,หนองบัวลำภู
763,โครงการที่ 3,น้ำ,โคกสำโรง,หนองปรือ,ขอนแก่น
764,โครงการที่ 1,ความมั่นคงทางอาหาร,เก้าเลี้ยว,โพนพิสัย,พิจิตร
765,โครงการที่ 20,บุหรี่ไฟฟ้า,เมืองแก,ศรีเทพ,สงขลา
766,โครงการที่ 5,โรคไม่ติดต่อ,หนองไร่,แม่สาย,เพชรบุรี
767,โครงการที่ 19,บุหรี่ไฟฟ้า,ท่าเยี่ยม,แม่จัน,ประจวบคีรีขันธ์
768,โครงการที่ 5,สังคมสูงอายุ,ภูมิ,วังสะพุง,แพร่
769,โครงการที่ 2,สังคมสูงอายุ,หนองหว้า,บ้านไผ่,ขอนแก่น
770,โครงการที่ 2,ความมั่นคงทางอาหาร,แม่นางขาว,โนนนารายณ์,แพร่
771,โครงการที่ 7,ขยะ,ท่าโสม,แม่ระมาด,ศรีสะเกษ
772,โครงการที่ 5,เยาวชน,โป่ง,พะโต๊ะ,กรุงเทพมหานคร
773,โครงการที่ 5,บุหรี่ไฟฟ้า,ดินทอง,สามชัย,ชัยภูมิ
774,โครงการที่ 16,สังคมสูงอายุ,ปากพนังฝั่งตะวันตก,พยุหะคีรี,เชียงใหม่
775,โครงการที่ 3,น้ำ,โคกกลาง,ขุนหาญ,ยะลา
776,โครงการที่ 12,บุหรี่ไฟฟ้า,ป่าเซ่า,ปากพลี,ชลบุรี
777,โครงการที่ 15,สังคมสูงอายุ,วังประจบ,คำชะอี,นราธิวาส
778,โครงการที่ 18,บุหรี่ไฟฟ้า,หนองกบ,หนองขาหย่าง,เพชรบูรณ์
779,โครงการที่ 4,ความมั่นคงทางอาหาร,ไม้รูด,สตึก,ตรัง
780,โครงการที่ 9,สังคมสูงอายุ,คลองเตย,คง,ร้อยเอ็ด
781,โครงการที่ 8,น้ำ,สำโรงทาบ,พิบูลย์รักษ์,ยโสธร
782,โครงการที่ 8,น้ำ,ทุ่งโพธิ์,เมืองพัทลุง,นครราชสีมา
783,โครงการที่ 16,น้ำ,คลองทรายขาว,ท่าม่วง,กำแพงเพชร
784,โครงการที่ 10,โรคไม่ติดต่อ,ทรายมูล,มายอ,พัทลุง
785,โครงการที่ 17,บุหรี่ไฟฟ้า,อาษา,ดอนพุด,อุดรธานี
786,โครงการที่ 8,น้ำ,เนินปอ,ปลาปาก,ร้อยเอ็ด
