pid,p_name,p_issue,p_sub_district,p_district,p_province
788,โครงการที่ 15,เหล้าบุหรี่,บางหัวเสือ,เกษตรสมบูรณ์,ประจวบคีรีขันธ์
789,โครงการที่ 11,สิ่งแวดล้อม,ท่าลาด,ตระการพืชผล,พัทลุง
790,โครงการที่ 12,เด็กและเยาวชน,นายาว,แม่อาย,สระแก้ว
791,โครงการที่ 7,สิ่งแวดล้อม,ท่าผา,สตึก,สมุทรสาคร
792,โครงการที่ 8,สุขภาพกาย,นครเจดีย์,บ้านดุง,ประจวบคีรีขันธ์
793,โครงการที่ 18,ผู้สูงอายุ,บือมัง,วังสมบูรณ์,สุโขทัย
794,โครงการที่ 18,เหล้าบุหรี่,ปลายนา,โพนทอง,แม่ฮ่องสอน
795,โครงการที่ 18,เด็กและเยาวชน,อู่โลก,ครบุรี,อุดรธานี
796,โครงการที่ 9,ผู้สูงอายุ,ต้นโพธิ์,เมืองตราด,ร้อยเอ็ด
797,โครงการที่ 19,สุขภาพกาย,จันทรเกษม,ปากเกร็ด,สุโขทัย
798,โครงการที่ 1,สุขภาพกาย,ท่าเกวียน,ฮอด,ยะลา
799,โครงการที่ 17,ผู้สูงอายุ,แสนตอ,อัมพวา,สุพรรณบุรี
800,โครงการที่ 10,เด็กและเยาวชน,ธงชัย,หนองแซง,นครราชสีมา
801,โครงการที่ 19,ผู้สูงอายุ,นาขุม,บ้านไร่,ขอนแก่น
802,โครงการที่ 1,การจัดการน้ำ,บางแขม,ทองผาภูมิ,บุรีรัมย์
803,โครงการที่ 6,สุขภาพกาย,สายไหม,นครชัยศรี,มหาสารคาม
804,โครงการที่ 4,เหล้าบุหรี่,นามะเขือ,น้ำขุ่น,นครสวรรค์
805,โครงการที่ 7,ผู้สูงอายุ,บางเพลิง,แม่ทะ,บึงกาฬ
806,โครงการที่ 20,เหล้าบุหรี่,รางพิกุล,บึงโขงหลง,เพชรบุรี
807,โครงการที่ 4,สิ่งแวดล้อม,นาโหนด,เขมราฐ,กรุงเทพมหานคร
808,โครงการที่ 11,สุขภาพกาย,จุน,เวียงป่าเป้า,กาญจนบุรี
809,โครงการที่ 11,การจัดการน้ำ,บางระกำ,บ้านแหลม,ลำปาง
810,โครงการที่ 4,สุขภาพกาย,ยุหว่า,ภูกามยาว,สกลนคร
811,โครงการที่ 11,เด็กและเยาวชน,กื้ดช้าง,หนองฮี,สกลนคร
812,โครงการที่ 2,การจัดการน้ำ,ศาลเจ้าไก่ต่อ,ร่อนพิบูลย์,นครศรีธรรมราช
813,โครงการที่ 19,การจัดการน้ำ,ทาแม่ลอบ,ไพศาลี,หนองบัวลำภู
814,โครงการที่ 8,เหล้าบุหรี่,แม่ยวม,ควนขนุน,ราชบุรี
815,โครงการที่ 11,สุขภาพกาย,นาภู,เมืองนครสวรรค์,ร้อยเอ็ด
816,โครงการที่ 13,เด็กและเยาวชน,เมาะมาวี,พรเจริญ,ลพบุรี
817,โครงการที่ 12,เด็กและเยาวชน,วังกวาง,อ่าวลึก,เชียงใหม่
818,โครงการที่ 20,ผู้สูงอายุ,ชัยพฤกษ์,บรบือ,เลย
819,โครงการที่ 5,สุขภาพกาย,พนอม,จตุจักร,ชัยภูมิ
